village,taluk,district,lat,lon,coconut_acres
Hebbadi,Srirangapatna,Mandya,12.379185,76.737087,195.85
Hosahalli,Srirangapatna,Mandya,12.393519,76.635348,49.17
Hosuru,Srirangapatna,Mandya,12.383308,76.715703,148.57
Hulikere,Srirangapatna,Mandya,12.395272,76.579799,6.5
Hunasanahalli,Srirangapatna,Mandya,12.47629,76.834171,88.77
Hunjanakere,Srirangapatna,Mandya,12.441351,76.799745,49.93
Hurulikyatanahalli,Srirangapatna,Mandya,12.329382,76.738819,22.15
Jakkanahalli,Srirangapatna,Mandya,12.468594,76.789273,84.38
K Shettahalli,Srirangapatna,Mandya,12.43657,76.722836,115.75
Kadatanalu,Srirangapatna,Mandya,12.463412,76.668977,55.2
Kalenahalli,Srirangapatna,Mandya,12.440554,76.773895,19.15
Kallikoppalu Be,Srirangapatna,Mandya,12.429549,76.720733,8.12
Karekura,Srirangapatna,Mandya,12.420663,76.629973,9.38
Kempalingapura Be,Srirangapatna,Mandya,12.412252,76.644643,63.12
Kiranguru,Srirangapatna,Mandya,12.438873,76.692737,59.35
Kodiyala,Srirangapatna,Mandya,12.456686,76.837175,81.18
Kudalukuppe,Srirangapatna,Mandya,12.450822,76.70626,76.9
Mahadevapura,Srirangapatna,Mandya,12.381501,76.784452,133.68
Majjigepura,Srirangapatna,Mandya,12.398867,76.594982,34.13
Makanakoppalu,Srirangapatna,Mandya,12.455663,76.674979,37.87
Maralagala,Srirangapatna,Mandya,12.41263,76.740876,135.83
Melapura,Srirangapatna,Mandya,12.400002,76.734775,141.08
Mogarahalli,Srirangapatna,Mandya,12.378126,76.620108,9.3
Mollenahalli,Srirangapatna,Mandya,12.460735,76.822383,5.25
Mundugadore,Srirangapatna,Mandya,12.420434,76.763849,57.62
Nagaraghatta Be,Srirangapatna,Mandya,12.439481,76.746683,28.75
Nagaraghattakaval Be,Srirangapatna,Mandya,12.440554,76.757288,3.88
Naguvanahalli,Srirangapatna,Mandya,12.390606,76.686916,39.0
Neelanakoppalu,Srirangapatna,Mandya,12.432534,76.760519,49.7
Nelamane,Srirangapatna,Mandya,12.471836,76.703696,21.77
Neralekere,Srirangapatna,Mandya,12.41405,76.862127,39.43
Palahalli,Srirangapatna,Mandya,12.411041,76.653184,84.95
Paramandahalli,Srirangapatna,Mandya,12.426602,76.808592,3.3
Peehalli,Srirangapatna,Mandya,12.452531,76.853005,2.02
Rampura,Srirangapatna,Mandya,12.44116,76.677152,12.3
Sabbanakuppe,Srirangapatna,Mandya,12.462295,76.732693,25.2
Shreerangapattana,Srirangapatna,Mandya,12.417217,76.696958,184.95
Siddapura,Srirangapatna,Mandya,12.486197,76.767455,46.02
Sugganahalli,Srirangapatna,Mandya,12.326364,76.755477,12.23
T Em Hosuru,Srirangapatna,Mandya,12.451488,76.766667,23.35
Tadagavadi,Srirangapatna,Mandya,12.442583,76.830617,76.33
Taripura,Srirangapatna,Mandya,12.3735,76.760287,82.43
Vadiyandahalli,Srirangapatna,Mandya,12.412605,76.794101,86.92
Vitalapura Be,Srirangapatna,Mandya,12.407132,76.876053,0.88
Adakanahalli,Nanjangud,Mysore,12.170765,76.700151,14.2
Akala,Nanjangud,Mysore,12.050375,76.489564,8.27
Alaganchi,Nanjangud,Mysore,12.092208,76.762018,54.92
Alamburu,Nanjangud,Mysore,12.12857,76.739929,28.42
Badanavalu,Nanjangud,Mysore,12.075474,76.754758,59.57
Basavanapura,Nanjangud,Mysore,12.13778,76.682374,13.6
Belagunda,Nanjangud,Mysore,12.146877,76.794862,15.17
Belale,Nanjangud,Mysore,12.111801,76.573031,65.48
Bilugali,Nanjangud,Mysore,12.173496,76.818886,50.2
Bogavaluodeyanapura,Nanjangud,Mysore,11.943643,76.558055,21.75
Byalaru,Nanjangud,Mysore,12.107654,76.631628,2.3
Chamanamadanahalli,Nanjangud,Mysore,12.065828,76.557777,53.6
Chikkahomma,Nanjangud,Mysore,12.020107,76.912422,110.12
Chikkakowlande,Nanjangud,Mysore,12.046512,76.793646,35.75
Chunchanahalli,Nanjangud,Mysore,12.048225,76.829219,322.23
Deburu,Nanjangud,Mysore,12.113009,76.639054,6.25
Depegowdanapura,Nanjangud,Mysore,11.988927,76.587311,1.0
Devanuru,Nanjangud,Mysore,12.066936,76.789351,16.02
Devarasanahalli,Nanjangud,Mysore,12.091231,76.698688,18.9
Devarayashettipura,Nanjangud,Mysore,11.924874,76.551726,18.4
Deveerammanahalli,Nanjangud,Mysore,12.095989,76.672126,6.28
Doddahomma,Nanjangud,Mysore,12.021501,76.89547,90.9
Doddakowlande,Nanjangud,Mysore,12.028338,76.800287,126.27
Duggahalli,Nanjangud,Mysore,12.047884,76.53996,44.15
Echagalli,Nanjangud,Mysore,12.166727,76.657453,57.38
Eeshvaragowdanahalli,Nanjangud,Mysore,12.197897,76.861016,13.7
Elachagere,Nanjangud,Mysore,12.01932,76.660335,5.83
Gadiguddadakaval,Nanjangud,Mysore,11.974158,76.521559,66.12
Gattavadipura,Nanjangud,Mysore,12.001566,76.777918,66.1
Geekahalli,Nanjangud,Mysore,12.114338,76.714025,18.3
Gejjaganahalli,Nanjangud,Mysore,12.173125,76.840686,12.17
Goddanapura,Nanjangud,Mysore,12.147547,76.639905,41.07
Goluru,Nanjangud,Mysore,12.106401,76.709805,23.27
Hadinaru,Nanjangud,Mysore,12.180752,76.745313,348.37
Hadya,Nanjangud,Mysore,11.989662,76.527578,74.65
Haginavalu,Nanjangud,Mysore,12.056776,76.585607,32.65
Halepura,Nanjangud,Mysore,12.009647,76.755868,144.35
Hampapura,Nanjangud,Mysore,12.020172,76.745764,22.05
Haniyamballi,Nanjangud,Mysore,12.134957,76.768536,10.3
Hanumanapura,Nanjangud,Mysore,12.050797,76.85964,74.4
Haradanahalli,Nanjangud,Mysore,12.093877,76.464537,45.43
Haraganapura,Nanjangud,Mysore,11.996353,76.793458,72.8
Haratale,Nanjangud,Mysore,12.087979,76.630324,44.87
Haropura,Nanjangud,Mysore,12.180224,76.837271,9.48
Hebya,Nanjangud,Mysore,12.192945,76.700939,7.38
Hedatale,Nanjangud,Mysore,12.058116,76.733563,305.25
Heggadahalli,Nanjangud,Mysore,12.098891,76.602365,5.18
Hejjige,Nanjangud,Mysore,12.133544,76.691932,0.12
Hemmaragala,Nanjangud,Mysore,12.027646,76.739901,70.58
Horalavadi,Nanjangud,Mysore,12.127954,76.729724,46.68
Hosakote,Nanjangud,Mysore,12.193198,76.782056,2.0
Hosakote Masage,Nanjangud,Mysore,12.068376,76.639236,2.35
Hosapura,Nanjangud,Mysore,12.025906,76.71941,18.03
Hosaveedu,Nanjangud,Mysore,11.938958,76.528335,71.12
Hosaveedukaval,Nanjangud,Mysore,11.940084,76.538933,5.2
Hulimavu,Nanjangud,Mysore,12.166651,76.725191,3.45
Hullahalli,Nanjangud,Mysore,12.095767,76.550778,295.22
Hunasanalu,Nanjangud,Mysore,12.01659,76.685297,147.65
Hura,Nanjangud,Mysore,12.003114,76.541631,50.08
Huskuru,Nanjangud,Mysore,12.072754,76.588073,47.15
Ibjala,Nanjangud,Mysore,12.104078,76.446099,3.77
Immavu,Nanjangud,Mysore,12.164829,76.70811,19.1
Kaggaluru,Nanjangud,Mysore,12.038865,76.557628,8.15
Kahalli,Nanjangud,Mysore,12.161262,76.843151,1.77
Kakkarahatti,Nanjangud,Mysore,12.070397,76.84121,127.87
Kalale,Nanjangud,Mysore,12.07251,76.666775,99.3
Kalkunda,Nanjangud,Mysore,12.140278,76.821555,34.4
Kallahalli,Nanjangud,Mysore,11.962472,76.545811,46.2
Kalmahalli,Nanjangud,Mysore,12.13889,76.78125,42.7
Kamahalli,Nanjangud,Mysore,12.116567,76.837589,2.5
Kanenuru,Nanjangud,Mysore,12.092617,76.513422,143.98
Kappasoge,Nanjangud,Mysore,12.077211,76.498033,11.97
Karepura,Nanjangud,Mysore,12.105666,76.867304,47.4
Karya,Nanjangud,Mysore,12.075198,76.563083,396.2
Kasuvinahalli,Nanjangud,Mysore,12.006181,76.620812,39.95
Katuru,Nanjangud,Mysore,12.065979,76.452472,6.05
Kellupura,Nanjangud,Mysore,11.969242,76.561661,31.3
Kembal,Nanjangud,Mysore,12.12913,76.580139,51.92
Kiragunda,Nanjangud,Mysore,12.125782,76.80028,43.02
Kodinaraseepura,Nanjangud,Mysore,12.08727,76.712427,24.7
Konanapura,Nanjangud,Mysore,12.012515,76.847915,147.6
Kongahalli,Nanjangud,Mysore,12.107857,76.587214,13.97
Kottanahalli,Nanjangud,Mysore,11.917418,76.567256,6.67
Kugaluru,Nanjangud,Mysore,12.006203,76.641106,52.15
Kupparavalli,Nanjangud,Mysore,12.156343,76.785283,8.03
Kurahatti,Nanjangud,Mysore,12.034772,76.69281,106.97
Kurahatti Kaval,Nanjangud,Mysore,12.216475,76.769366,27.08
Kurihundi,Nanjangud,Mysore,12.075205,76.541348,130.67
Lakshmanapura,Nanjangud,Mysore,12.021367,76.640361,12.73
Madapura,Nanjangud,Mysore,12.055146,76.556512,88.23
Maduvinahalli,Nanjangud,Mysore,11.949649,76.517651,134.48
Makanapura,Nanjangud,Mysore,12.000574,76.600278,26.77
Malkundi,Nanjangud,Mysore,12.014372,76.560241,19.28
Mallahalli,Nanjangud,Mysore,11.979708,76.563911,63.45
Mallupura,Nanjangud,Mysore,12.115053,76.755311,3.85
Maraluru,Nanjangud,Mysore,12.133713,76.622311,47.4
Melagalli,Nanjangud,Mysore,12.034448,76.534654,5.88
Mudahalli,Nanjangud,Mysore,12.045796,76.664181,88.65
Muddahalli,Nanjangud,Mysore,12.045796,76.664181,34.48
Naganapura,Nanjangud,Mysore,11.890677,76.523643,8.97
Nagarle,Nanjangud,Mysore,12.150814,76.769674,8.02
Nandigunda,Nanjangud,Mysore,12.200953,76.805123,32.05
Nandigundapura,Nanjangud,Mysore,12.217599,76.792383,24.93
Naviluru,Nanjangud,Mysore,12.038233,76.644615,131.73
Nellitalapura,Nanjangud,Mysore,12.058969,76.486509,4.55
Nerale,Nanjangud,Mysore,12.032552,76.759924,72.8
Paduvalagrahara,Nanjangud,Mysore,12.053488,76.879942,52.7
Paduvalamarahalli,Nanjangud,Mysore,12.018815,76.871919,58.15
Ramashettipura,Nanjangud,Mysore,12.035524,76.866272,82.87
Rampura,Nanjangud,Mysore,12.128336,76.556562,137.33
Shettahalli,Nanjangud,Mysore,12.040664,76.514456,18.23
Shiramalli,Nanjangud,Mysore,12.089484,76.574418,88.68
Sindhuvalli,Nanjangud,Mysore,12.053933,76.690912,136.83
Sindhuvallipura,Nanjangud,Mysore,12.029784,76.676214,125.9
Surahalli,Nanjangud,Mysore,12.035808,76.618737,134.08
Tandavapura,Nanjangud,Mysore,12.164095,76.682632,20.4
Taraganahalli,Nanjangud,Mysore,12.074247,76.518466,7.18
Tayuru,Nanjangud,Mysore,12.210307,76.842361,18.72
Toravalli,Nanjangud,Mysore,12.019596,76.930026,38.72
Uganiya,Nanjangud,Mysore,12.025691,76.516973,14.4
Uppinahalli,Nanjangud,Mysore,12.08287,76.692695,49.25
Varahalli,Nanjangud,Mysore,12.067348,76.811827,66.15
Veeradevanapura,Nanjangud,Mysore,12.08719,76.728582,5.0
Yadahalli,Nanjangud,Mysore,12.022143,76.540863,28.15
Yalehalli,Nanjangud,Mysore,12.055376,76.526052,44.5
Abbalati,Periyapatana,Mysore,12.278441,76.082452,493.8
Abburu,Periyapatana,Mysore,12.327167,76.11261,8.32
Aichanahalli,Periyapatana,Mysore,12.304007,76.103735,48.57
Ailapura,Periyapatana,Mysore,12.358534,76.016768,2.05
Alaluru,Periyapatana,Mysore,12.259446,76.100807,95.75
Ambalare,Periyapatana,Mysore,12.506016,76.025021,3.58
Anivalu,Periyapatana,Mysore,12.507851,76.123529,25.12
Arenahalli,Periyapatana,Mysore,12.410827,76.173667,6.25
Attigodu,Periyapatana,Mysore,12.489628,76.149796,25.37
Avarti,Periyapatana,Mysore,12.456322,75.975243,30.33
Beguru,Periyapatana,Mysore,12.321011,76.046601,1.0
Bekya,Periyapatana,Mysore,12.29912,76.152512,6.25
Bemmatti,Periyapatana,Mysore,12.360461,76.000965,5.52
Benagalu,Periyapatana,Mysore,12.465372,76.000482,5.62
Bettadakaval,Periyapatana,Mysore,12.445226,76.115157,8.55
Bettadapura,Periyapatana,Mysore,12.469486,76.101152,37.2
Bettadatunga,Periyapatana,Mysore,12.464593,76.125658,78.88
Boganahalli,Periyapatana,Mysore,12.419939,76.193305,15.57
Borehosahalli,Periyapatana,Mysore,12.407552,76.18684,15.15
Chamarayanakote,Periyapatana,Mysore,12.54878,76.009285,2.55
Chapparadahalli,Periyapatana,Mysore,12.507698,76.057267,9.5
Chennenahalli,Periyapatana,Mysore,12.339692,76.058358,20.15
Chikkakamaravalli,Periyapatana,Mysore,12.50441,75.966209,1.35
Chikkamalali,Periyapatana,Mysore,12.475615,76.147627,53.67
Chikkavaddarakere,Periyapatana,Mysore,12.359901,76.122749,1.63
Chowdenahalli,Periyapatana,Mysore,12.346446,76.073224,5.88
Chowkuru,Periyapatana,Mysore,12.287672,76.11579,27.52
Depura,Periyapatana,Mysore,12.461968,76.069307,4.83
Dindugadu,Periyapatana,Mysore,12.481805,75.972261,14.18
Doddahosuru,Periyapatana,Mysore,12.437169,75.939342,7.22
Doddavaddarakere,Periyapatana,Mysore,12.362862,76.11667,9.22
Em Shettihalli,Periyapatana,Mysore,12.379728,76.204468,15.5
Gudibhadranahosahalli,Periyapatana,Mysore,12.549908,76.060108,0.45
Halaganahalli,Periyapatana,Mysore,12.526024,76.090321,16.8
Haraduru,Periyapatana,Mysore,12.495652,76.111848,77.58
Haralahalli,Periyapatana,Mysore,12.433263,76.175174,17.38
Haranahalli,Periyapatana,Mysore,12.498097,76.042799,3.03
Harave Mallarajapattana,Periyapatana,Mysore,12.354186,76.096142,40.5
Harinahalli,Periyapatana,Mysore,12.510722,76.14087,12.98
Hiremalali,Periyapatana,Mysore,12.463647,76.149982,56.92
Hitnehebbagilu,Periyapatana,Mysore,12.389942,76.10148,7.0
Honnenahalli,Periyapatana,Mysore,12.457878,76.183319,9.05
Hunasavadi,Periyapatana,Mysore,12.368364,76.03497,69.65
Hunasekuppe,Periyapatana,Mysore,12.311402,76.109956,0.4
Javanikuppe,Periyapatana,Mysore,12.364003,76.174842,16.23
Kaggundi,Periyapatana,Mysore,12.372088,76.112263,3.05
Kaletimmanahalli,Periyapatana,Mysore,12.311892,76.024063,9.03
Kalkere,Periyapatana,Mysore,12.382853,76.181345,16.07
Kambhipura,Periyapatana,Mysore,12.52933,76.021928,0.78
Kanagalu,Periyapatana,Mysore,12.558554,76.024468,34.0
Kandegala,Periyapatana,Mysore,12.373718,76.06336,1.0
Kelaganahalli,Periyapatana,Mysore,12.452223,76.163444,0.6
Kelluru,Periyapatana,Mysore,12.433063,76.225425,0.38
Kh  Basavanahalli,Periyapatana,Mysore,12.570096,76.026432,19.35
Kiranelli,Periyapatana,Mysore,12.348565,76.127007,6.45
Kodihalli,Periyapatana,Mysore,12.431866,76.20642,3.65
Konasuru,Periyapatana,Mysore,12.444112,76.052127,15.32
Korlahosahalli,Periyapatana,Mysore,12.372791,76.002314,1.93
Kottavalli,Periyapatana,Mysore,12.477151,76.173134,43.42
Kowlanahalli,Periyapatana,Mysore,12.520929,76.126253,30.65
Kudakuru,Periyapatana,Mysore,12.443538,76.140731,14.38
Kundanahalli,Periyapatana,Mysore,12.382828,76.034432,1.0
Kurgallu,Periyapatana,Mysore,12.451695,76.098915,43.97
Lingapura,Periyapatana,Mysore,12.336287,76.002142,5.35
Malaganakere,Periyapatana,Mysore,12.379099,76.22375,3.75
Malangi,Periyapatana,Mysore,12.276926,76.099053,24.4
Mallinathapura,Periyapatana,Mysore,12.372167,76.048605,13.15
Manchadevanahalli,Periyapatana,Mysore,12.403693,76.115805,21.18
Manuganahalli,Periyapatana,Mysore,12.564193,76.042161,5.55
Mellahalli,Periyapatana,Mysore,12.349677,76.109287,5.28
Meluru,Periyapatana,Mysore,12.50399,76.167035,31.12
Naganahalli,Periyapatana,Mysore,12.487414,76.129572,9.75
Nagaraghatta,Periyapatana,Mysore,12.441461,76.212815,8.38
Naralapura,Periyapatana,Mysore,12.345906,76.033048,2.73
Neralakuppe,Periyapatana,Mysore,12.397691,76.053265,5.88
Nilavadi,Periyapatana,Mysore,12.466047,76.020153,2.0
Rajanabilaguli,Periyapatana,Mysore,12.535277,76.063465,2.2
Rajapura,Periyapatana,Mysore,12.32437,76.101278,1.9
Ravanduru,Periyapatana,Mysore,12.436019,76.191895,25.7
Sanabinakuppe,Periyapatana,Mysore,12.387929,76.050868,10.5
Sheeguru,Periyapatana,Mysore,12.418447,76.107132,2.0
Shyanubhoganahalli,Periyapatana,Mysore,12.515364,75.993798,13.55
Sulekote,Periyapatana,Mysore,12.53392,75.999371,15.3
Sundavalu,Periyapatana,Mysore,12.363869,76.134773,22.52
Sunkadahalli,Periyapatana,Mysore,12.457459,75.987493,27.0
Suragalli,Periyapatana,Mysore,12.513367,76.091418,87.95
Alalakuppe,SALIGRAMA,Mysore,12.583338,76.284963,18.42
Ankanahalli,SALIGRAMA,Mysore,12.559518,76.296627,202.28
Arakere,SALIGRAMA,Mysore,12.619863,76.335964,4.82
Bachahalli,SALIGRAMA,Mysore,12.582809,76.314682,26.42
Balluru,SALIGRAMA,Mysore,12.530653,76.243476,43.0
Bandahalli,SALIGRAMA,Mysore,12.520943,76.186652,0.4
Batiganahalli,SALIGRAMA,Mysore,12.577712,76.343753,1.0
Bekrehalladakavalu,SALIGRAMA,Mysore,12.597145,76.233833,6.9
Benaganahalli,SALIGRAMA,Mysore,12.464549,76.241402,37.93
Bettahalli,SALIGRAMA,Mysore,12.63386,76.223525,39.3
Bettahalli Kavalu,SALIGRAMA,Mysore,12.624877,76.239159,2.0
Bevinahalli,SALIGRAMA,Mysore,12.51337,76.28546,80.55
Bheechanahalli,SALIGRAMA,Mysore,12.535895,76.341175,65.38
Bherya,SALIGRAMA,Mysore,12.587988,76.35185,107.65
Chikka Hanasoge,SALIGRAMA,Mysore,12.525804,76.174124,47.78
Chikkabherya,SALIGRAMA,Mysore,12.610467,76.354421,113.25
Chikkanaykanahalli,SALIGRAMA,Mysore,12.536267,76.260038,173.73
Dadadahalli,SALIGRAMA,Mysore,12.57441,76.239541,186.67
Dammanahalli,SALIGRAMA,Mysore,12.513417,76.214913,13.18
Diddahalli,SALIGRAMA,Mysore,12.505618,76.261446,9.9
Elemuddanahalli,SALIGRAMA,Mysore,12.571524,76.313322,94.6
Eremanuganahalli,SALIGRAMA,Mysore,12.52631,76.142042,0.65
Geradada,SALIGRAMA,Mysore,12.601228,76.331806,4.15
Guduganahalli,SALIGRAMA,Mysore,12.4772,76.245946,112.02
Guluvinattiguppe,SALIGRAMA,Mysore,12.639516,76.337946,13.12
Gummanahalli,SALIGRAMA,Mysore,12.553445,76.22193,13.07
Hadya,SALIGRAMA,Mysore,12.507164,76.228511,13.65
Hadyadahanta,SALIGRAMA,Mysore,12.514658,76.257539,8.25
Hale Mirle,SALIGRAMA,Mysore,12.557697,76.317281,271.9
Haliyuru,SALIGRAMA,Mysore,12.491557,76.273749,360.3
Hanasoge,SALIGRAMA,Mysore,12.541778,76.160834,16.5
Hanasoge Hanta,SALIGRAMA,Mysore,12.531376,76.203109,4.7
Hanumanahalli,SALIGRAMA,Mysore,12.557902,76.343006,218.4
Haradanahalli,SALIGRAMA,Mysore,12.580953,76.212544,30.05
Hebsuru,SALIGRAMA,Mysore,12.56712,76.197846,133.42
Honnenahalli,SALIGRAMA,Mysore,12.556154,76.238104,0.4
Hosakote,SALIGRAMA,Mysore,12.435208,76.251181,102.13
Hosuru,SALIGRAMA,Mysore,12.619751,76.349827,30.98
Hulleborekavalu,SALIGRAMA,Mysore,12.518282,76.341661,0.38
Kallimuddanahalli,SALIGRAMA,Mysore,12.570118,76.288658,131.75
Karpuravalli,SALIGRAMA,Mysore,12.579805,76.257616,330.35
Kartalu,SALIGRAMA,Mysore,12.565662,76.168909,71.88
Katnalu,SALIGRAMA,Mysore,12.583948,76.274028,35.02
Kedaga,SALIGRAMA,Mysore,12.540881,76.229773,95.9
Kenchanahalli,SALIGRAMA,Mysore,12.605618,76.316601,15.8
Kodiyala,SALIGRAMA,Mysore,12.571502,76.331453,74.95
Kogiluru,SALIGRAMA,Mysore,12.453601,76.227352,17.6
Koluru,SALIGRAMA,Mysore,12.527663,76.197922,18.98
Kuppahalli,SALIGRAMA,Mysore,12.619589,76.296825,12.3
Kuppe,SALIGRAMA,Mysore,12.46152,76.264712,110.72
Kuppehanta,SALIGRAMA,Mysore,12.503188,76.306504,4.65
Kurubahalli,SALIGRAMA,Mysore,12.573486,76.299286,45.8
Lakkikuppe,SALIGRAMA,Mysore,12.56712,76.219302,15.0
Malanayakanahalli,SALIGRAMA,Mysore,12.523057,76.29526,67.17
Maluganahalli,SALIGRAMA,Mysore,12.615482,76.21923,56.88
Matadakavalu,SALIGRAMA,Mysore,12.634341,76.353026,2.27
Mavanuru,SALIGRAMA,Mysore,12.538706,76.215876,8.75
Mayigowdnahalli,SALIGRAMA,Mysore,12.500756,76.242843,37.68
Meluru,SALIGRAMA,Mysore,12.594795,76.294873,19.65
Mirle,SALIGRAMA,Mysore,12.527527,76.324963,289.72
Mudalabeedu,SALIGRAMA,Mysore,12.570052,76.275485,34.72
Mudiguppe,SALIGRAMA,Mysore,12.617558,76.304183,14.7
Munduru,SALIGRAMA,Mysore,12.608062,76.251325,94.03
Munjanahalli,SALIGRAMA,Mysore,12.610109,76.336421,3.75
Nadappanahalli,SALIGRAMA,Mysore,12.509878,76.200721,22.93
Narachahalli,SALIGRAMA,Mysore,12.555556,76.327751,108.55
Natanahalli,SALIGRAMA,Mysore,12.556124,76.30739,76.17
Rampura,SALIGRAMA,Mysore,12.572532,76.255079,54.25
Saligrama,SALIGRAMA,Mysore,12.545859,76.278933,315.03
Sambravalli,SALIGRAMA,Mysore,12.596874,76.364735,33.77
Sankanahalli,SALIGRAMA,Mysore,12.594408,76.315486,89.9
Saraguru,SALIGRAMA,Mysore,12.560249,76.183853,7.82
Senabinakuppe,SALIGRAMA,Mysore,12.594865,76.255476,7.38
Shabalu,SALIGRAMA,Mysore,12.53717,76.294452,5.05
Sheegavalu,SALIGRAMA,Mysore,12.5997,76.214096,1.95
Somanahalli,SALIGRAMA,Mysore,12.590449,76.33415,25.0
Tandre,SALIGRAMA,Mysore,12.563596,76.176567,116.55
Tandre Ankanahalli,SALIGRAMA,Mysore,12.62466,76.273169,16.68
Valagerehalli,SALIGRAMA,Mysore,12.602248,76.342643,5.62
Vallambudhdhi,SALIGRAMA,Mysore,12.570974,76.163656,15.68
Adibettahalli,T-Narsipur,Mysore,12.131666,76.914523,3.5
Aravattigekoppalu,T-Narsipur,Mysore,12.384768,76.823685,16.65
Attahalli,T-Narsipur,Mysore,12.322234,76.877443,5.42
B Bettahalli,T-Narsipur,Mysore,12.325579,76.897709,3.42
Banagavadi,T-Narsipur,Mysore,12.371443,76.88967,3.23
Basavanahalli,T-Narsipur,Mysore,12.347543,76.894069,9.42
Basavanapura,T-Narsipur,Mysore,12.297833,76.844429,2.17
Benakanahalli,T-Narsipur,Mysore,12.230157,76.925653,37.98
Bevinahalli,T-Narsipur,Mysore,12.300282,76.877218,7.4
Bommanahalli,T-Narsipur,Mysore,12.321049,76.934726,11.62
Budahalli,T-Narsipur,Mysore,12.286365,76.936911,13.85
Chamanahalli,T-Narsipur,Mysore,12.340128,76.883107,4.33
Channanjavadeyanapura,T-Narsipur,Mysore,12.239728,76.839103,12.45
Chidravalli,T-Narsipur,Mysore,12.297924,76.952116,4.98
Chikkabuhalli,T-Narsipur,Mysore,12.241515,76.931069,29.6
Chikkalakshmipura,T-Narsipur,Mysore,12.278911,76.907625,0.5
Chimmili,T-Narsipur,Mysore,12.340755,76.967875,5.65
Chowhalli,T-Narsipur,Mysore,12.193998,76.921481,1.18
Doddabagilu,T-Narsipur,Mysore,12.248732,76.979967,75.0
Doddalakshmipura,T-Narsipur,Mysore,12.313672,76.952526,25.6
Doddamalagudu,T-Narsipur,Mysore,12.431913,76.915595,17.6
Goravanahalli,T-Narsipur,Mysore,12.388968,76.881343,3.93
Halavara,T-Narsipur,Mysore,12.27044,76.958222,43.83
Halavaramata,T-Narsipur,Mysore,12.279192,76.95146,8.4
Hasuvatti,T-Narsipur,Mysore,12.25466,76.920305,3.32
Hegguru,T-Narsipur,Mysore,12.375381,76.929665,4.75
Hemmige,T-Narsipur,Mysore,12.215375,77.013067,0.93
Hittuvalli,T-Narsipur,Mysore,12.291411,76.836316,46.47
Honnuru,T-Narsipur,Mysore,12.281678,76.865721,0.65
Horalahalli,T-Narsipur,Mysore,12.254259,76.942708,39.87
Hosahalli,T-Narsipur,Mysore,12.108376,76.943322,0.35
Hosakote,T-Narsipur,Mysore,12.245037,76.847293,14.17
Hunuganahalli,T-Narsipur,Mysore,12.299248,76.797425,5.9
Hyakanuru,T-Narsipur,Mysore,12.134879,76.899994,8.92
Indavalu,T-Narsipur,Mysore,12.247206,76.863287,32.23
Kaliyuru,T-Narsipur,Mysore,12.150193,77.031203,2.55
Kallipura,T-Narsipur,Mysore,12.306818,76.925892,4.95
Kannayakanahalli,T-Narsipur,Mysore,12.271505,76.917978,6.03
Karohatti,T-Narsipur,Mysore,12.162267,76.917558,3.17
Kempanapura,T-Narsipur,Mysore,12.311809,76.972665,3.4
Ketahalli,T-Narsipur,Mysore,12.174413,76.908,1.25
Kodagalli,T-Narsipur,Mysore,12.371601,76.82696,42.25
Kolatturu,T-Narsipur,Mysore,12.276879,76.97976,18.65
Konagahalli,T-Narsipur,Mysore,12.371601,76.82696,10.38
Kottegala,T-Narsipur,Mysore,12.16984,76.954156,29.82
Kudluru,T-Narsipur,Mysore,12.221674,76.857839,6.0
Kuruburu,T-Narsipur,Mysore,12.164957,76.935094,26.8
Madapura,T-Narsipur,Mysore,12.210533,76.966579,0.25
Madigahalli,T-Narsipur,Mysore,12.364373,76.842915,3.62
Menasikyatanahalli,T-Narsipur,Mysore,12.410419,76.91565,22.02
Mudukanapura,T-Narsipur,Mysore,12.285452,76.956038,3.0
Muguru,T-Narsipur,Mysore,12.130003,76.948731,5.05
Muttalavadi,T-Narsipur,Mysore,12.227586,76.958012,3.47
Nagalagere,T-Narsipur,Mysore,12.277756,76.933023,1.5
Neragyatanahalli,T-Narsipur,Mysore,12.272682,76.931262,18.5
Pillahalli,T-Narsipur,Mysore,12.278821,76.836123,10.0
Ranganathapura,T-Narsipur,Mysore,12.332469,76.812694,36.1
Rangasamudra,T-Narsipur,Mysore,12.306759,76.834659,13.25
S Doddapura,T-Narsipur,Mysore,12.314485,76.962781,7.75
Seegodipura,T-Narsipur,Mysore,12.287922,76.966009,17.95
Senapatihalli,T-Narsipur,Mysore,12.3043,76.863491,0.82
Shettahalli,T-Narsipur,Mysore,12.200169,77.049418,1.3
Somanathapura,T-Narsipur,Mysore,12.274653,76.886779,26.85
Sosale,T-Narsipur,Mysore,12.245254,76.900334,2.05
Sujjaluru,T-Narsipur,Mysore,12.15872,76.874996,4.25
T Bettahalli,T-Narsipur,Mysore,12.220772,77.047822,58.63
T Doddapura,T-Narsipur,Mysore,12.194486,76.985999,14.47
T Megadahalli,T-Narsipur,Mysore,12.222667,77.06951,36.02
Talakadu,T-Narsipur,Mysore,12.189895,77.056891,2.02
Tammadipura,T-Narsipur,Mysore,12.267897,76.905905,20.8
Tottavadi,T-Narsipur,Mysore,12.18507,76.965502,0.45
Ukkalagere,T-Narsipur,Mysore,12.297807,76.912435,84.52
Vadeyandahalli,T-Narsipur,Mysore,12.201178,77.026562,4.65
